stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0.85,0,1.97
21Day,0.37,0,0,0,0.74,0.74,18.13
3Month,1.98,2.08,0.73,0.42,2.6,0.1,11.13
22Month,1.5,0,0.14,0.14,0.27,0,0.41
