stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,4,0,0
72hpf,0.85,0,0,18.88,0,0.28
21Day,0.74,0,0,12.21,0,0.37
3Month,0.31,0.1,0.31,0.1,0,0
22Month,0.82,0,0.27,0.27,0.14,0
