stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,1,0,0,21,0,1
72hpf,0,0.28,0,0,1.13,0,1.13
21Day,0,0.74,0.37,0,1.11,0,0.37
3Month,0.21,0.31,0,0,0,0.1,0
22Month,0,2.73,0,0.41,0,0,0
