stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,1
72hpf,0,0.28,0,0,0.56,0,0.28
21Day,0,0.74,0,0,0.37,0,1.85
3Month,0.1,1.04,0.1,0.31,0.1,0,1.87
22Month,0,2.46,0,0.55,0,0.41,1.37
