stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,1,0,0
72hpf,0.56,0,0,0.28,0,0.28
21Day,0.37,0.37,0.37,0,0.37,1.11
3Month,0.1,0,0.21,0,0,0
22Month,0.68,0,0,0,0,0.14
