stage,Endothelial,Epithelial,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,0,0
72hpf,0,1.97,0,0.85,0,0,0
21Day,0.37,11.1,0.37,2.22,0,0.74,0.74
3Month,0,0.52,0,0,0,0,0
22Month,0.14,0.82,0.14,0,0.14,0,0
