stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,1,0,0,0,0,1
72hpf,0,2.25,0,0.28,0,2.54,0,0,1.69
21Day,0.37,2.96,0.74,0.74,1.85,1.85,0,1.11,2.96
22Month,0,0.14,0,0,0,0,0.14,0,0
