stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0,0,0,0,0.56,0,0
21Day,0.37,0.37,0,0,0,0,0
3Month,3.02,39.84,0.52,0.21,0,0.21,0.21
22Month,1.09,2.05,0.14,0,0,0,0
