stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,1,2,0,0
72hpf,0,0,0,3.38,0,2.25
21Day,0,0,0,8.51,0,1.11
22Month,0.68,0.14,0,0,0.14,0
