stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,1,0,0
72hpf,0,0.85,0.28,0,0,0,0.28,0,0
21Day,0,25.9,0,0,0.37,0,0.37,0,0
3Month,0,7.91,0.1,1.66,0.42,0.1,0.83,0.1,0.52
22Month,0.14,3.69,0,0.14,0.55,0.14,0.14,0,0
