stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1,0
72hpf,0,0,0,0,9.58,0
21Day,0.37,0.74,0,0,10.36,0.37
3Month,0,0.21,0,0,0.1,0
22Month,0,0.68,0.14,0.14,5.47,0.14
