stage,Epithelial,Erythroid,Muscle,Neuron,Stromal
24hpf,0,0,0,4,0
72hpf,0,0,0.28,9.02,0
21Day,0.37,0.74,0.37,5.18,0.74
22Month,0.27,0,0,0,0.14
