stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,5,0
72hpf,0.56,0.28,0,0.56,0.85,0.28
21Day,1.48,0.37,0,0.37,2.59,0
3Month,0.42,0,0,0,0,0
22Month,0.55,0.14,0.27,0,0,0
