stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,1,22,0,3
72hpf,0,0.85,0,0,0,0,6.48,0,1.13
21Day,0,1.11,0.37,0,1.11,0,4.07,0,1.48
3Month,0.21,2.18,0,18.83,0.31,0,0.21,0.21,0.1
22Month,0,0.14,0,0,0.14,0,0,0,0
