stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,3,0,0,0,8,2
72hpf,0.56,0,0,0.56,3.38,1.41
21Day,0.74,0,0,0,2.22,1.48
22Month,0.82,0.14,0.27,0,0,0
