stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,1,4,0,1
72hpf,0.28,0,0,0.56,0,0.28
21Day,2.22,0.37,0.37,1.11,0.37,2.22
3Month,0.21,0,0.1,0,0,0
22Month,0.55,0,0,0,0,0
