stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0.28,0,0,0,2.25,0.28
21Day,0,0,0,0.74,1.48,0
3Month,1.66,0.21,0.21,0,0.21,0.1
22Month,2.6,1.37,0.14,0,0,0.14
