stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,9,0,0,0,0,0,0
72hpf,21.98,0,0,0,0.28,0.56,0.85
21Day,12.58,0.37,0,0.37,0,0,0.74
3Month,1.66,0,0.1,0.31,0,0,0
22Month,0.82,0,0.14,0.27,0,0,0
