stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,2,7,0,3
72hpf,0.85,0,0.28,0.28,3.1,0,0.28
21Day,3.33,0.37,1.48,0,1.85,0,0.74
3Month,1.04,0.1,0.1,0,0.1,0.1,0
