stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4,0,0,0,0,3,0,0
72hpf,13.25,0,0,0,0,1.97,0,0.28
21Day,17.39,0.37,0,0.37,0,0.74,0.74,0
3Month,19.87,0,9.05,1.04,0.62,0.1,0.31,0.21
22Month,8.2,0,0.41,0.14,0.14,0,1.5,0.27
