stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,1,0,0,1,3,1
72hpf,0,0,0,0,3.1,0.56
21Day,0.37,0.74,0,0.74,1.11,0
3Month,0.42,0,0.1,0.21,0.1,0.1
22Month,0.27,0,0,0,0,0.14
