stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,0.56,0.28,0.28,10.71,0.56
21Day,0,0,0,0.37,4.81,0
22Month,0.14,0.55,0,0.14,0,0
