stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0.28,0,0,0
21Day,0,0,1.48,0,0.37,0,0,0
3Month,0,0.94,14.04,0.1,0,0,0.1,0.31
22Month,0.41,1.78,9.57,0.14,0,0.14,0.27,0.27
