stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,1,0,1,0,0
72hpf,0,0,0,0.28,0,0.56,0,0
21Day,0,1.85,0,15.17,0.37,0.37,0,0.74
3Month,0.1,6.66,0.31,27.67,0,0.31,0,0.21
22Month,0,2.05,0.14,1.23,0,0,0.14,0.27
