stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
72hpf,0.85,0,0,0,0.56,0
21Day,0.37,0,0,0.37,0.37,0.37
3Month,1.25,0,0.1,0,0,0
22Month,0.55,0.14,0.14,0,0,0
