stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,2,0,0
72hpf,0,1.41,0.28,0,0,0,1.41,0,0
21Day,0,1.48,0,0,0,0,7.03,0,1.11
3Month,0,2.18,0.1,3.64,0.31,0.21,0.21,0,0.52
22Month,0.27,5.19,0,4.24,0.96,0.14,0.55,0.41,1.5
