stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,464,0,0,3,28,47,8,0,6
72hpf,2.54,1280.15,12.68,0.28,1.69,76.66,132.19,0.56,0.56,29.88
21Day,0.74,744.04,8.51,0,7.77,97.68,29.6,0,10.36,25.53
3Month,1.87,881.44,4.37,11.75,29.54,10.71,4.06,0.31,6.03,10.61
22Month,1.37,108.5,0.55,1.09,26.65,1.91,0.55,1.64,0.96,3.14
