stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,112,7,13,0,2,0,163,1,0,6
72hpf,108.79,39.46,666.01,0,1.69,8.17,308.34,0.85,1.69,126.83
21Day,43.66,49.21,1042.99,0,18.13,17.02,284.89,0.37,28.86,133.2
3Month,75.72,107.14,39.01,8.63,22.26,20.28,86.65,0.31,4.06,40.67
22Month,71.6,139.93,28.97,0.55,16.4,1.64,222.88,15.71,2.32,13.25
