stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,1.41,0,0
21Day,0.37,0,0,1.85,0,0
3Month,1.04,0.21,0.1,0,0.1,0.1
22Month,1.37,0.14,0.14,0,0,0.14
