stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,1,1,0,0
72hpf,0.85,0,0,1.13,0.56,0,0
3Month,1.77,0,0.21,6.14,0.21,0,0.52
22Month,1.37,0.27,0,17.08,0.14,0.41,0.41
