stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,1,0,0,2,0,0
72hpf,0,0,0,0.85,0,0
21Day,0.37,0,0,6.29,0,0.74
3Month,3.95,7.59,0.21,0,0.1,0.1
22Month,0.55,0,0,0,0,0
