stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,2,0,0
72hpf,0,0.85,0,0,0,0,13.53,0,0.56
21Day,0,1.11,1.11,0,0.74,0.74,8.51,0,0
3Month,0,3.74,0.1,1.46,3.12,0.21,0.21,0.31,0.62
22Month,0.55,5.6,0.14,0.14,3.55,0.27,0.41,0.14,0.82
