stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,5,0,2
72hpf,0,0,0,0,0,0,3.1,0,0.28
21Day,0,1.11,0.37,0,0,0.37,6.29,0,0.74
3Month,0.21,2.18,0,3.74,0.83,0.1,0.1,0,0.42
22Month,0.14,9.02,0,0.82,0.55,0.14,2.6,0.41,0.27
