stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,5,0,0,0
72hpf,0.28,0,0.28,2.82,0,0,0.28
21Day,1.48,0.37,0,0.37,0,0,1.48
3Month,1.14,0,0,0,0,0.1,0
22Month,0.41,0.14,0,0,0.14,0,0
