stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,1,0,2,0,0,3
72hpf,0.85,0,0,0.28,0.85,0,0,0.56
21Day,0.74,0,0,0,1.48,0,0,0.74
3Month,8.01,6.35,1.04,0.21,0.21,0.1,0.21,0.31
22Month,2.05,0.41,0,0,2.46,0.27,0,0
