stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,1,3,0,0
72hpf,0,0,0,0,3.66,0,0
21Day,0.37,1.48,0,0,2.59,0,0.74
3Month,0,0.21,0.1,0.1,0.1,0,0.21
22Month,0.14,0.55,0.27,0,0,0.14,0.14
