stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4,0,0,1,0,13,2
72hpf,0.28,1.13,0.56,0,0,0,5.92,1.41
21Day,0,0.74,1.11,0.74,0.74,0.37,2.59,2.96
3Month,0,0.94,0,0,0.21,0,0,0
22Month,0,1.5,0,0,0,0,0,0.14
