stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,2,0,0
72hpf,0.28,0,3.66,0,0.56
21Day,0.37,0,3.7,0,5.18
3Month,0.31,0.1,0,0.1,0.31
22Month,0.41,0.27,0,0,0
