stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0.28,0,0,1.13,0.56,0,0.28
21Day,0,0.37,0,0,0.37,0.37,0,2.22
3Month,0.1,2.29,10.4,0.21,0.21,0.21,0.1,0.42
22Month,0,0.68,0,0,0,0.27,0,0.27
