stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,147,0,2,1,14,1,1
72hpf,43.4,0,0,0.85,3.95,0,1.13
21Day,7.03,0,1.48,0,1.11,0,0.74
3Month,4.16,0.52,0.73,0.1,0,0,0
22Month,0.41,0.27,0,0,0,0.14,0
