stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,0,0.28
21Day,1.11,0,9.99,0.37,0.74,0.37,0.37
3Month,0.21,0,0,0,0,0,0
22Month,0.96,0.14,0.41,0,0,0.14,0
