stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,0,0,0,0
21Day,0,0,0,0.37,0,0.37,0,0,0
3Month,0,1.77,1.35,28.08,0.21,0,0,0,0.52
22Month,0.14,0.55,0,7.52,0,0,0.14,0.14,0
