stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,1.13,0,0,0.28,36.36,0,0.56
21Day,1.11,0.37,0.74,0,23.68,1.48,1.85
3Month,0,0,0.1,0,0.42,0,0
22Month,2.05,0.14,0.41,0,0.14,0.41,0.14
