stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0.28,0,0,0,0.56,0,0
21Day,1.11,0.74,0.74,0,0.37,0.37,1.11
3Month,1.25,0,2.08,0.52,0,0.21,0.42
22Month,0.82,0,1.78,0.68,0.14,0,0
