stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,2,0,0,0,3,0,0
72hpf,0,0,0,0,0,4.51,0,1.13
21Day,0,0.74,0.74,0.37,0.74,13.69,0.37,0
3Month,0.21,5.62,33.91,0.73,0.42,0.21,0.52,0.1
22Month,0,3.28,3.28,0.68,0.14,0.14,0,0.68
