stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,2,0,1,1,69,1,0,7
72hpf,0,1.13,0,0,0.28,16.91,0,0.28,2.54
21Day,0,3.33,12.58,1.11,2.22,11.1,0,0.37,2.59
22Month,0,0.14,0,0.14,0,0,0,0,0
