stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
72hpf,0,0,0,0,0,0.56,5.92
21Day,0,1.11,0,0,0.37,0.74,22.94
3Month,0.1,1.04,0.1,0,0,0,1.35
22Month,0,0.55,0,0.27,0,0,0
