stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,7,0,0,0,37,0,13
72hpf,0,4.51,0,0,0,17.76,0,3.1
21Day,0,8.14,0,0,0.74,8.51,0,5.92
3Month,0.21,6.45,47.54,1.14,0.73,0.52,0.42,0
22Month,0,8.61,1.5,1.78,0,0.14,0.27,0.68
