stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,53,0,2
72hpf,1.13,0.28,0,0,0.56,1.97,0.28,43.69
21Day,0,0,0,0,0,0,0,2.59
3Month,1.66,0,0.1,0.31,0.1,0.1,0.1,12.38
22Month,0.82,0,0,0.41,0,0.14,0,0.55
