stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,3,0,14
72hpf,0.28,0,0,0,0.85,0,3.66
21Day,0,0,0,0.37,0.37,0,9.62
3Month,0.31,0.1,0,0,0,0,0
22Month,2.46,0.14,0.14,0,0,0.14,0.14
