stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4,0,0
72hpf,0.28,0,0,0,0.28,2.25,0,0.56
21Day,0.37,0.74,0,0,0.37,1.85,0,0.74
3Month,0.62,0,0.1,0.1,0.21,0.1,0,0.83
22Month,2.6,0,0,0.41,0.14,0,0.14,0.82
