stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,13,0,0,2,38,0,0,1
72hpf,9.3,0.28,0.28,0,16.63,0.85,0.28,0.85
21Day,3.7,0.37,0.37,0,1.11,0,0.37,1.11
22Month,0.68,0,0,0,0,0,0,0
