stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,8,3
72hpf,1.13,0,0.28,6.76,1.97
21Day,0.37,0.74,0,0.37,0.74
3Month,0.1,0,0,0,0.1
