stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,5.07,0,0
21Day,0,0,0,0,1.48,0,0
3Month,0.83,0.1,0,0.1,0,0.1,0.21
22Month,0.27,0,0.27,0,0,0.14,0
