stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,19,0,6
72hpf,0.56,0,0,0.85,0.56,0,4.79
21Day,1.48,0,0.37,0.37,0.74,0,5.92
3Month,1.46,0.1,0.42,0.1,0,0,0.21
22Month,2.6,0,0.41,0.14,0,0.14,0.27
