stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,2,2,2,0,0
3Month,0.1,2.39,13.94,1.25,0,0,0.21,0.1
22Month,0.14,1.64,3.96,0.55,0,0,0.27,0
