stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,10,0,1
72hpf,0,0,0,2.82,0,1.41
21Day,0.74,0,0,1.85,0,0.74
3Month,0.62,3.74,0.1,0,0.21,0.21
22Month,0.14,0.14,0,0,0,0
