stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,2,0,21,0,3
72hpf,1.13,0,1.41,0,1.13
21Day,0,0,1.11,0,1.11
3Month,0.1,0.1,0,0,0
22Month,0.14,0,0,0.14,0
