stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,14.94,0.28
21Day,0,0.37,0,0,0,4.44,0.37
3Month,1.46,0,1.25,0.1,0,0.21,0.1
22Month,1.5,0,0,0.27,0.14,0,0
