stage,Epithelial,Germ,Immune,Muscle,Stromal
24hpf,1,0,0,0,0
72hpf,0.85,0,0,0.28,0
21Day,0.37,0,0.37,0,0
3Month,1.98,0.1,0.31,0,0.1
22Month,0.27,0,0,0,0
