stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,7,11,0
72hpf,2.82,0,0,0.28,4.23,0.85
21Day,1.48,0.37,0,3.7,1.11,0.37
3Month,0.52,0.1,0.21,0.52,0,0
22Month,2.6,0,0,0.96,0,0
