stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,9,0,3
72hpf,0.28,0.28,0,0,0.28,1.69,0.28,0.28
21Day,1.11,0.74,0,1.11,0,0.74,0,0.74
3Month,1.35,0,0.21,0.1,0,0,0,0.21
