stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
21Day,0.37,0,0,0,0.37,0,0
3Month,0.94,2.5,0.21,0.1,0,0,0.21
22Month,0.82,6.97,0,0,0,0.14,0.14
