stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,2,0
72hpf,0.28,0.56,0,0,2.25,0
21Day,0,0.37,0.74,0,1.48,0
3Month,0,1.35,0.73,0.1,0,0.42
22Month,0,1.37,0.68,0,0,0
